Age;Education;Country;Ethnicity;Gender;Neuroticism;Extraversion;Openness;Agreeableness;Conscientiousness;Impulsiveness;SensationSeeing;Cocaine
25-34;university degree;UK;White;1;36;41;48;55;53;0.52975;-1.18084;Never used
18-24;university degree;UK;White;0;32;37;50;45;38;0.52975;0.7654;Never used
45-54;university degree;UK;White;0;21;53;47;45;39;0.19268;-0.21575;Never used
55-64;university degree;UK;White;0;28;42;49;33;51;-0.21712;0.07987;Used over a decade ago
25-34;university degree;UK;White;0;35;52;48;42;38;0.52975;0.40148;Used in last year
18-24;university degree;UK;White;0;45;41;50;39;32;0.19268;1.2247;Used in last decade
35-44;university degree;USA;White;0;28;34;44;44;44;-0.71126;-0.84637;Used in last decade
55-64;university degree;UK;White;0;32;33;41;40;39;0.52975;0.40148;Used in last decade
25-34;university degree;UK;White;1;27;49;48;49;46;0.19268;-0.52593;Never used
35-44;university degree;UK;White;1;43;40;39;43;42;-0.21712;-1.18084;Never used
25-34;university degree;UK;White;0;26;51;46;44;55;0.52975;1.2247;Used in last decade
35-44;university degree;UK;White;1;42;41;41;37;35;-1.37983;-1.18084;Never used
18-24;university degree;UK;White;1;47;45;50;49;30;0.88113;-0.84637;Used in last year
18-24;university degree;Australia;White;0;34;37;52;39;36;1.29221;0.7654;Never used
18-24;university degree;UK;White;1;30;45;49;47;50;-0.71126;0.7654;Used in last decade
18-24;university degree;USA;White;1;32;42;45;42;43;0.88113;1.2247;Used in last Month
18-24;university degree;Australia;White;0;42;24;26;49;31;-0.71126;-1.18084;Never used
25-34;university degree;USA;White;0;38;30;50;24;42;0.88113;1.2247;Used in last year
18-24;university degree;USA;White;1;30;49;52;43;43;0.88113;0.40148;Used in last year
18-24;university degree;Canada;White;0;15;51;35;12;41;0.52975;1.2247;Used in last week
18-24;university degree;USA;White;0;37;44;46;34;42;0.88113;0.7654;Used in last year
18-24;university degree;UK;White;1;33;40;53;47;54;-0.71126;-0.52593;Never used
18-24;university degree;UK;White;1;39;42;46;39;47;-0.71126;0.40148;Used in last year
25-34;university degree;UK;White;1;46;33;46;41;29;0.52975;0.7654;Never used
45-54;university degree;USA;White;0;25;36;42;44;45;-0.71126;-0.84637;Used over a decade ago
18-24;university degree;other;White;1;36;41;55;50;37;0.52975;-0.52593;Never used
35-44;university degree;Canada;White;1;38;40;45;39;38;0.88113;0.7654;Used in last Month
25-34;university degree;USA;White;1;42;39;57;31;49;0.52975;1.2247;Used in last year
25-34;university degree;USA;White;0;28;40;47;36;40;1.29221;1.2247;Used in last year
25-34;university degree;UK;White;0;25;45;55;56;49;-0.21712;0.40148;Used in last year
18-24;university degree;USA;White;1;25;33;41;41;39;-0.21712;-0.52593;Never used
35-44;university degree;USA;Asian;1;42;42;43;43;46;1.29221;1.2247;Used over a decade ago
18-24;university degree;UK;White;1;41;33;40;36;39;-0.21712;0.40148;Used in last decade
18-24;university degree;USA;White;0;43;32;37;40;39;0.52975;0.40148;Never used
18-24;university degree;USA;Mixed Black/Asian;1;48;52;56;42;38;1.29221;1.2247;Never used
18-24;university degree;UK;White;1;35;39;49;45;45;-1.37983;-0.21575;Never used
18-24;university degree;USA;White;1;39;39;42;41;50;-0.71126;-0.52593;Used in last year
18-24;university degree;UK;White;0;47;47;53;42;38;1.86203;1.92173;Used in last decade
25-34;university degree;UK;White;0;26;48;49;46;47;0.19268;-0.21575;Used in last decade
25-34;university degree;other;White;1;39;26;46;47;32;-0.21712;-0.84637;Never used
25-34;university degree;USA;White;0;14;37;38;33;48;-0.21712;0.07987;Used in last decade
25-34;university degree;USA;White;0;41;33;53;41;46;-0.21712;0.07987;Never used
18-24;university degree;USA;White;0;31;47;52;41;53;-0.71126;-0.21575;Never used
25-34;university degree;UK;White;1;48;38;52;46;42;0.19268;0.07987;Never used
35-44;university degree;USA;White;0;39;41;51;36;45;0.52975;1.2247;Never used
45-54;university degree;Australia;White;0;26;44;43;36;47;0.88113;0.7654;Used in last year
25-34;university degree;USA;White;1;41;44;54;42;31;0.52975;-0.21575;Used in last decade
18-24;university degree;UK;White;0;43;37;50;47;41;0.19268;0.40148;Used in last week
35-44;university degree;UK;White;1;26;36;46;34;46;0.88113;0.40148;Never used
45-54;university degree;UK;White;1;29;42;44;45;36;0.19268;0.40148;Used over a decade ago
35-44;university degree;UK;White;1;40;40;38;32;42;0.19268;0.40148;Used in last decade
18-24;university degree;UK;Asian;1;42;41;38;45;38;0.52975;-0.52593;Never used
18-24;university degree;USA;White;0;29;49;55;52;49;-1.37983;0.07987;Never used
35-44;university degree;Australia;White;0;35;36;39;39;45;-1.37983;-2.07848;Used in last Month
25-34;university degree;other;other;1;32;43;47;46;42;0.52975;0.40148;Used in last Month
25-34;university degree;UK;White;1;36;45;34;34;46;-0.71126;-0.52593;Never used
18-24;university degree;other;White;1;38;42;59;46;29;0.19268;-0.21575;Never used
18-24;university degree;USA;White;1;29;45;53;54;44;-0.21712;-0.21575;Used in last Month
25-34;university degree;UK;White;1;53;34;54;32;33;0.88113;0.40148;Never used
18-24;university degree;USA;Mixed White/Asian;0;50;39;46;54;33;0.52975;0.40148;Used in last year
18-24;university degree;USA;White;0;40;38;49;37;44;0.52975;0.40148;Used in last year
18-24;university degree;USA;White;0;43;27;52;40;26;-0.21712;0.40148;Used in last year
18-24;university degree;UK;White;1;40;36;39;42;51;-1.37983;-2.07848;Never used
25-34;university degree;Canada;White;0;47;41;44;46;36;0.52975;0.7654;Used in last Month
35-44;university degree;other;White;0;50;36;52;32;39;-0.21712;0.7654;Used in last decade
25-34;university degree;UK;White;1;25;45;39;40;46;-0.71126;-1.18084;Never used
18-24;university degree;USA;White;1;29;42;49;48;43;1.29221;1.92173;Never used
18-24;university degree;USA;White;0;44;42;42;43;41;1.29221;0.40148;Used in last year
25-34;university degree;UK;White;1;40;39;46;48;46;-0.21712;-0.52593;Never used
18-24;university degree;UK;White;1;30;43;52;53;46;-0.21712;0.40148;Used in last year
25-34;university degree;UK;White;1;44;34;42;40;40;-0.71126;-0.52593;Never used
25-34;university degree;UK;White;1;42;41;47;51;45;-0.71126;-1.18084;Never used
25-34;university degree;UK;White;1;40;40;38;44;46;-1.37983;-0.84637;Never used
18-24;university degree;UK;White;1;16;41;33;58;35;-2.55524;-0.84637;Never used
25-34;university degree;USA;White;1;40;38;55;41;51;-0.21712;0.40148;Never used
25-34;university degree;UK;White;1;46;35;44;38;47;-0.71126;-0.84637;Never used
25-34;university degree;USA;Black;1;25;49;50;51;52;0.52975;0.7654;Never used
18-24;university degree;UK;White;1;27;45;46;50;37;-0.21712;-0.84637;Used in last year
18-24;university degree;USA;White;1;30;42;51;42;46;-1.37983;-0.52593;Used in last year
18-24;university degree;UK;White;1;39;40;46;48;40;-1.37983;-1.18084;Never used
25-34;university degree;UK;White;1;33;43;51;53;41;-0.71126;0.7654;Used in last decade
25-34;university degree;UK;White;1;35;38;37;43;47;-0.71126;-1.18084;Never used
45-54;university degree;USA;White;0;26;46;49;43;46;0.88113;1.2247;Never used
18-24;university degree;USA;White;0;43;34;56;44;32;-0.21712;-0.52593;Used in last week
25-34;university degree;USA;other;1;34;46;54;48;40;-0.21712;0.07987;Used in last year
25-34;university degree;UK;White;0;25;36;34;45;50;-1.37983;-0.84637;Never used
18-24;university degree;UK;Mixed White/Black;1;27;39;40;38;50;-0.71126;-0.21575;Never used
25-34;university degree;UK;White;0;35;43;38;38;40;-1.37983;-0.84637;Never used
35-44;university degree;UK;White;1;36;39;52;41;46;0.19268;-0.84637;Used over a decade ago
35-44;university degree;UK;White;1;44;35;40;52;49;-0.21712;0.40148;Never used
45-54;university degree;UK;White;1;28;52;43;50;45;0.88113;1.92173;Never used
25-34;university degree;UK;White;1;33;47;43;42;45;-0.71126;-0.84637;Never used
25-34;university degree;UK;White;1;30;51;52;43;40;1.29221;0.7654;Never used
35-44;university degree;UK;White;1;29;42;39;47;43;-0.71126;-0.84637;Never used
45-54;university degree;UK;White;1;38;44;39;48;38;-1.37983;-2.07848;Never used
35-44;university degree;UK;Mixed White/Black;1;37;48;39;46;42;-0.21712;-0.21575;Never used
35-44;university degree;UK;White;0;41;34;37;47;35;0.19268;-1.18084;Never used
25-34;university degree;UK;White;1;36;50;54;51;46;1.29221;0.40148;Never used
18-24;university degree;USA;White;0;38;31;48;40;33;0.19268;-1.18084;Used in last year
35-44;university degree;UK;White;1;28;47;33;48;48;-0.71126;-1.54858;Never used
25-34;university degree;UK;White;1;30;43;41;55;48;0.19268;-0.21575;Never used
55-64;university degree;UK;White;0;42;37;54;49;33;-0.71126;-0.21575;Never used
18-24;university degree;UK;White;1;35;48;41;46;45;-0.71126;-0.52593;Never used
25-34;university degree;USA;White;0;41;23;49;48;44;-0.21712;1.92173;Never used
25-34;university degree;UK;White;1;43;38;44;46;39;-1.37983;-0.21575;Never used
25-34;university degree;UK;White;1;31;45;39;52;49;-1.37983;-1.18084;Never used
35-44;university degree;UK;White;1;31;46;40;45;49;0.19268;-0.21575;Never used
25-34;university degree;UK;White;1;36;51;50;44;41;1.29221;1.2247;Never used
25-34;university degree;UK;White;1;36;37;46;49;31;-0.71126;0.07987;Never used
25-34;university degree;USA;White;1;50;44;52;32;42;-1.37983;-1.18084;Never used
35-44;university degree;UK;White;0;22;45;53;39;38;0.52975;0.7654;Used in last decade
18-24;university degree;USA;White;0;49;35;60;60;36;0.88113;1.92173;Never used
25-34;university degree;USA;White;1;54;44;55;36;37;1.29221;1.2247;Never used
25-34;university degree;UK;White;0;29;46;41;55;49;0.52975;-0.52593;Never used
25-34;university degree;USA;White;1;44;31;54;58;44;-0.71126;-0.52593;Never used
25-34;university degree;USA;White;0;31;46;46;46;42;0.88113;1.92173;Used in last year
18-24;university degree;USA;White;1;44;32;55;45;49;0.88113;1.92173;Used in last week
18-24;university degree;USA;White;1;35;42;46;26;47;0.88113;0.7654;Never used
18-24;university degree;USA;White;1;49;35;31;34;34;0.19268;0.40148;Used in last week
35-44;university degree;USA;other;0;34;33;54;39;29;0.52975;1.2247;Used in last Month
45-54;university degree;UK;White;0;20;40;47;38;41;0.52975;0.40148;Never used
25-34;university degree;USA;White;1;37;44;50;39;41;1.86203;0.7654;Used in last decade
18-24;university degree;USA;White;0;36;32;47;34;42;-0.21712;-0.84637;Used in last decade
18-24;university degree;USA;other;0;14;52;52;45;55;-0.71126;0.07987;Never used
45-54;university degree;USA;White;0;35;44;50;48;50;-0.21712;0.07987;Used over a decade ago
55-64;university degree;Canada;White;1;21;32;53;40;37;-0.71126;0.07987;Used in last decade
25-34;university degree;USA;other;1;32;40;54;42;45;0.88113;0.40148;Never used
35-44;college or university but no diploma;UK;White;1;22;34;34;45;47;-0.21712;-2.07848;Never used
25-34;college or university but no diploma;UK;White;0;32;38;47;30;40;0.52975;0.7654;Used in last year
35-44;college or university but no diploma;UK;White;0;28;34;31;32;25;-2.55524;-1.18084;Used over a decade ago
35-44;college or university but no diploma;UK;White;1;32;36;47;50;44;-1.37983;-0.84637;Used in last decade
25-34;college or university but no diploma;UK;White;0;42;42;41;41;42;-0.21712;-1.54858;Never used
18-24;college or university but no diploma;UK;White;1;59;26;40;46;28;0.19268;-0.52593;Used in last year
35-44;college or university but no diploma;UK;White;1;20;42;38;42;37;0.19268;-0.21575;Never used
18-24;college or university but no diploma;UK;White;0;43;28;52;35;29;-1.37983;-0.52593;Never used
18-24;college or university but no diploma;UK;White;0;40;43;50;44;34;1.86203;0.40148;Used in last year
35-44;college or university but no diploma;UK;White;1;25;40;38;43;27;1.86203;-0.21575;Used in last decade
18-24;college or university but no diploma;UK;White;0;27;50;49;41;37;0.88113;0.7654;Never used
18-24;college or university but no diploma;USA;White;0;41;28;38;29;46;0.52975;1.2247;Never used
18-24;college or university but no diploma;USA;White;0;54;33;51;39;34;0.52975;0.7654;Never used
25-34;college or university but no diploma;UK;White;0;27;46;52;44;37;0.19268;1.92173;Used in last decade
18-24;college or university but no diploma;USA;White;0;23;49;53;32;48;-0.71126;0.40148;Used in last Month
18-24;college or university but no diploma;USA;White;0;29;44;46;44;42;1.29221;0.40148;Never used
25-34;college or university but no diploma;UK;White;0;30;46;49;41;41;0.19268;0.7654;Used in last Month
35-44;college or university but no diploma;UK;White;0;24;40;37;39;43;0.88113;0.7654;Never used
55-64;college or university but no diploma;UK;White;0;40;35;36;33;41;0.52975;-0.52593;Never used
55-64;college or university but no diploma;UK;White;0;34;32;41;45;34;-0.21712;0.40148;Used in last decade
35-44;college or university but no diploma;USA;White;0;28;38;42;39;44;-0.71126;-0.52593;Used over a decade ago
35-44;college or university but no diploma;UK;White;0;48;45;52;42;49;0.88113;0.7654;Used in last decade
18-24;college or university but no diploma;UK;White;0;43;47;55;33;28;0.88113;0.7654;Used in last year
25-34;college or university but no diploma;other;White;0;51;38;53;52;28;1.86203;0.07987;Used in last year
18-24;college or university but no diploma;Republic of Ireland;White;1;56;37;45;48;25;1.29221;0.40148;Never used
18-24;college or university but no diploma;USA;White;0;52;42;38;40;23;2.90161;-0.21575;Never used
18-24;college or university but no diploma;USA;White;0;46;34;48;56;37;0.52975;0.07987;Used in last year
18-24;college or university but no diploma;USA;Mixed White/Asian;0;41;44;51;39;38;0.19268;0.07987;Used in last year
18-24;college or university but no diploma;USA;White;1;44;37;52;46;38;0.52975;1.2247;Never used
18-24;college or university but no diploma;USA;White;1;33;43;52;43;49;-0.21712;1.2247;Used in last year
25-34;college or university but no diploma;USA;White;1;37;47;51;41;47;-0.21712;1.2247;Used in last Month
18-24;college or university but no diploma;USA;White;1;46;45;53;36;38;0.88113;1.2247;Used in last year
18-24;college or university but no diploma;UK;White;0;35;47;51;40;45;-0.21712;1.2247;Never used
25-34;college or university but no diploma;USA;White;1;41;37;47;36;40;-1.37983;0.07987;Used over a decade ago
35-44;college or university but no diploma;USA;White;0;45;28;36;42;44;-1.37983;-1.54858;Never used
25-34;college or university but no diploma;other;White;0;42;45;53;40;28;1.29221;0.7654;Never used
18-24;college or university but no diploma;Republic of Ireland;White;0;51;36;45;32;37;-0.71126;0.7654;Used in last Month
18-24;college or university but no diploma;USA;White;1;35;48;55;48;54;0.52975;1.2247;Never used
18-24;college or university but no diploma;USA;White;0;36;48;51;45;37;0.19268;0.7654;Used in last year
18-24;college or university but no diploma;USA;White;1;53;33;39;37;34;2.90161;1.92173;Never used
25-34;college or university but no diploma;USA;other;1;49;43;53;37;28;1.86203;1.2247;Used in last year
18-24;college or university but no diploma;other;White;0;25;43;53;34;45;-0.21712;1.2247;Used in last year
18-24;college or university but no diploma;other;White;0;35;42;50;47;35;0.88113;1.2247;Used in last Month
18-24;college or university but no diploma;other;White;0;40;37;53;33;41;-0.21712;0.7654;Never used
18-24;college or university but no diploma;USA;Black;0;22;48;53;33;48;-0.21712;0.7654;Used in last year
25-34;college or university but no diploma;Canada;White;0;40;28;50;36;48;-0.21712;0.40148;Used in last year
18-24;college or university but no diploma;USA;White;0;50;31;38;44;38;-0.71126;0.40148;Used in last Month
18-24;college or university but no diploma;USA;White;0;20;53;54;52;46;-0.71126;1.92173;Never used
45-54;college or university but no diploma;USA;White;1;48;32;43;42;47;-0.71126;-0.21575;Used in last year
18-24;college or university but no diploma;UK;White;0;46;47;38;37;34;0.88113;1.2247;Used in last day
18-24;college or university but no diploma;USA;White;0;34;39;54;49;41;0.88113;1.92173;Used in last decade
18-24;college or university but no diploma;USA;White;0;52;36;56;44;39;0.88113;1.2247;Used in last Month
18-24;college or university but no diploma;USA;White;1;30;49;57;51;36;0.19268;1.92173;Used in last decade
25-34;college or university but no diploma;USA;White;0;53;31;49;38;31;0.19268;-1.18084;Used in last year
25-34;college or university but no diploma;USA;White;0;39;20;40;32;22;0.88113;0.07987;Used in last decade
18-24;college or university but no diploma;USA;White;0;29;38;53;36;23;1.29221;0.7654;Never used
18-24;college or university but no diploma;USA;White;0;38;35;47;39;40;0.19268;0.40148;Used in last year
18-24;college or university but no diploma;UK;White;1;48;36;49;39;34;0.52975;1.92173;Used in last year
18-24;college or university but no diploma;USA;White;1;41;45;52;42;40;1.29221;1.2247;Used in last year
18-24;college or university but no diploma;USA;White;0;43;39;50;38;45;-0.71126;0.07987;Used in last Month
18-24;college or university but no diploma;UK;White;0;43;48;55;49;35;1.29221;1.2247;Used in last year
18-24;college or university but no diploma;other;White;0;30;43;45;45;28;0.19268;0.7654;Never used
25-34;college or university but no diploma;other;White;0;25;32;51;35;26;-1.37983;0.07987;Used in last year
18-24;college or university but no diploma;UK;White;0;27;51;55;51;40;0.19268;0.40148;Used in last week
18-24;college or university but no diploma;USA;White;0;51;31;45;37;37;-0.71126;-0.21575;Never used
18-24;college or university but no diploma;other;White;0;40;41;45;43;27;1.29221;0.7654;Used in last decade
25-34;college or university but no diploma;USA;White;0;41;31;49;16;38;1.86203;1.2247;Used in last year
18-24;college or university but no diploma;USA;White;1;27;43;47;52;40;-0.21712;1.2247;Used in last week
18-24;college or university but no diploma;USA;White;1;54;26;54;52;33;-0.21712;1.2247;Never used
18-24;college or university but no diploma;other;White;0;26;44;48;47;36;1.86203;0.40148;Never used
18-24;college or university but no diploma;USA;White;0;29;45;48;36;36;-0.21712;0.7654;Never used
18-24;college or university but no diploma;USA;White;0;54;33;46;35;32;-0.71126;-1.18084;Used in last Month
18-24;college or university but no diploma;USA;White;1;32;43;45;37;50;-0.21712;0.07987;Never used
18-24;college or university but no diploma;Australia;White;0;58;22;53;43;23;0.19268;-0.84637;Never used
18-24;college or university but no diploma;UK;White;1;33;42;48;46;47;-0.21712;0.07987;Never used
18-24;college or university but no diploma;USA;White;1;24;54;29;33;31;1.86203;1.2247;Used in last year
45-54;college or university but no diploma;USA;White;0;44;39;49;42;43;0.19268;-0.21575;Used over a decade ago
25-34;college or university but no diploma;other;White;0;21;44;50;43;46;0.88113;0.40148;Never used
18-24;college or university but no diploma;USA;White;0;44;32;50;48;33;0.88113;-0.52593;Used in last Month
18-24;college or university but no diploma;USA;White;0;26;43;53;54;50;-0.21712;1.2247;Never used
45-54;college or university but no diploma;UK;White;1;35;33;53;39;40;0.19268;0.07987;Used in last decade
18-24;college or university but no diploma;USA;White;0;32;45;55;47;42;0.19268;1.2247;Used in last Month
25-34;college or university but no diploma;USA;White;0;34;43;51;39;44;-0.21712;1.2247;Used in last day
18-24;college or university but no diploma;USA;White;0;33;49;55;39;41;0.88113;1.2247;Never used
18-24;college or university but no diploma;USA;White;1;48;47;42;28;37;1.86203;0.40148;Used in last year
18-24;college or university but no diploma;other;White;0;29;44;46;35;36;-0.21712;0.7654;Never used
18-24;college or university but no diploma;USA;White;0;25;45;52;49;45;-0.21712;0.7654;Never used
18-24;college or university but no diploma;USA;White;0;34;43;45;36;43;-0.71126;1.2247;Never used
18-24;college or university but no diploma;USA;White;0;40;35;46;41;32;-1.37983;0.40148;Never used
18-24;college or university but no diploma;USA;White;0;27;49;56;43;38;1.86203;1.92173;Used in last year
18-24;college or university but no diploma;other;White;0;25;47;54;32;37;0.52975;1.2247;Never used
25-34;college or university but no diploma;USA;White;1;31;37;45;31;32;1.86203;1.92173;Used in last decade
18-24;college or university but no diploma;USA;White;0;50;36;41;40;30;1.29221;0.7654;Never used
18-24;college or university but no diploma;USA;White;0;46;37;46;34;33;1.86203;1.2247;Used in last Month
18-24;college or university but no diploma;USA;White;0;45;40;53;35;30;1.29221;0.40148;Never used
18-24;college or university but no diploma;USA;White;0;47;35;52;49;35;1.29221;0.7654;Used in last year
18-24;college or university but no diploma;USA;White;1;42;39;57;52;43;0.88113;-0.84637;Never used
18-24;college or university but no diploma;USA;White;0;22;48;39;46;48;0.19268;1.92173;Used in last day
25-34;college or university but no diploma;USA;White;0;44;18;48;34;26;0.88113;0.7654;Used in last decade
45-54;college or university but no diploma;UK;White;1;34;33;37;39;45;-0.21712;0.07987;Never used
18-24;college or university but no diploma;UK;White;0;35;22;40;31;39;1.29221;-0.21575;Never used
35-44;college or university but no diploma;USA;White;0;46;29;40;33;42;-1.37983;-0.52593;Used over a decade ago
18-24;college or university but no diploma;USA;White;0;32;35;42;45;33;-0.21712;-0.52593;Used in last decade
25-34;college or university but no diploma;UK;White;1;42;30;41;43;36;-0.21712;0.7654;Never used
45-54;college or university but no diploma;UK;White;1;37;45;49;52;41;0.19268;-0.21575;Never used
18-24;college or university but no diploma;USA;White;0;29;59;57;43;36;0.52975;1.2247;Used in last Month
18-24;college or university but no diploma;USA;White;0;39;39;57;45;30;1.29221;0.7654;Never used
18-24;college or university but no diploma;USA;White;0;34;51;53;45;34;0.88113;0.7654;Never used
18-24;college or university but no diploma;USA;White;0;22;34;53;43;55;-0.71126;-0.21575;Never used
25-34;college or university but no diploma;USA;White;0;29;44;43;40;44;0.88113;0.40148;Used over a decade ago
18-24;college or university but no diploma;USA;White;0;30;43;58;51;45;0.19268;0.7654;Used in last year
18-24;college or university but no diploma;USA;White;0;52;42;56;42;28;2.90161;0.40148;Used in last year
35-44;college or university but no diploma;other;White;0;32;40;51;45;43;-0.21712;0.7654;Used in last Month
18-24;college or university but no diploma;USA;White;1;47;37;48;38;41;1.86203;-0.21575;Used in last year
25-34;college or university but no diploma;Canada;other;0;34;36;55;37;36;0.52975;0.40148;Used in last Month
45-54;doctorat degree;UK;White;0;22;43;53;40;48;-1.37983;-0.52593;Used in last Month
65+;doctorat degree;Canada;White;1;36;42;49;42;51;-0.21712;-0.21575;Used over a decade ago
45-54;doctorat degree;UK;White;1;28;41;48;43;48;-1.37983;-2.07848;Used in last decade
55-64;doctorat degree;UK;White;0;26;40;46;45;42;0.52975;-0.84637;Never used
55-64;doctorat degree;UK;White;0;27;43;42;41;38;-0.21712;-0.52593;Never used
35-44;doctorat degree;UK;White;1;41;37;41;47;48;-0.71126;-0.84637;Never used
35-44;doctorat degree;UK;White;0;20;48;48;48;51;-0.21712;0.40148;Never used
25-34;doctorat degree;UK;White;1;39;40;53;40;45;-0.21712;-0.21575;Never used
45-54;doctorat degree;UK;White;0;34;36;52;38;40;1.86203;0.7654;Used in last year
35-44;doctorat degree;UK;White;0;42;39;45;47;29;0.52975;-0.21575;Never used
35-44;doctorat degree;UK;White;1;32;45;45;37;56;-0.71126;-0.52593;Never used
35-44;doctorat degree;UK;White;1;36;40;37;43;44;-1.37983;-0.21575;Never used
35-44;doctorat degree;UK;White;1;41;38;56;45;49;-1.37983;-2.07848;Used over a decade ago
35-44;doctorat degree;UK;White;1;48;41;46;36;37;-0.21712;1.2247;Used in last week
25-34;doctorat degree;UK;White;1;48;31;44;34;31;-0.21712;-0.52593;Never used
25-34;doctorat degree;UK;White;1;47;37;47;45;40;-0.71126;-0.21575;Used in last decade
45-54;doctorat degree;UK;White;0;38;34;45;43;26;-0.71126;-2.07848;Used in last year
18-24;doctorat degree;UK;White;0;14;51;50;50;44;-0.71126;0.40148;Used in last decade
45-54;doctorat degree;USA;White;1;36;41;46;38;36;0.88113;0.7654;Used over a decade ago
55-64;doctorat degree;other;other;0;20;48;50;50;47;0.52975;0.07987;Used over a decade ago
25-34;doctorat degree;UK;White;1;27;40;53;55;54;-1.37983;-0.21575;Never used
45-54;doctorat degree;USA;White;0;40;37;50;45;32;1.29221;0.07987;Used in last decade
18-24;doctorat degree;UK;White;0;27;51;56;53;38;-0.21712;1.2247;Never used
55-64;doctorat degree;USA;White;1;32;43;49;40;42;-0.21712;0.07987;Used in last decade
45-54;doctorat degree;UK;Mixed White/Asian;1;43;39;54;40;47;0.52975;0.7654;Never used
25-34;doctorat degree;UK;Mixed White/Black;1;51;48;50;45;36;0.52975;-1.18084;Used in last week
45-54;doctorat degree;UK;White;1;26;31;41;40;46;-0.71126;-1.54858;Used over a decade ago
35-44;doctorat degree;UK;White;1;31;46;51;49;46;-0.71126;-1.18084;Used over a decade ago
45-54;doctorat degree;UK;White;1;36;50;53;47;54;-0.21712;-0.52593;Used over a decade ago
55-64;doctorat degree;UK;White;0;25;40;51;35;49;-0.21712;0.07987;Never used
25-34;doctorat degree;USA;White;0;41;50;60;51;53;0.52975;1.92173;Used in last year
55-64;left <16;USA;White;0;39;42;53;44;37;0.52975;-0.52593;Used over a decade ago
35-44;left <16;UK;White;0;33;37;39;40;46;-1.37983;-0.84637;Used in last day
25-34;left <16;UK;White;0;42;40;54;54;48;1.86203;1.92173;Used in last decade
18-24;left <16;USA;White;0;56;35;48;39;41;-1.37983;-0.84637;Never used
45-54;left <16;USA;White;0;43;37;49;36;44;0.52975;0.40148;Used in last decade
45-54;left at 16;UK;White;0;41;31;44;40;31;-1.37983;-0.84637;Used over a decade ago
45-54;left at 16;UK;White;0;51;16;37;45;34;-1.37983;-1.54858;Used in last decade
45-54;left at 16;UK;White;0;39;34;37;33;37;-1.37983;0.07987;Used over a decade ago
45-54;left at 16;UK;White;0;37;34;44;42;37;0.19268;-0.84637;Used over a decade ago
55-64;left at 16;UK;White;0;36;47;42;36;33;1.29221;1.2247;Used in last day
45-54;left at 16;UK;White;1;35;35;34;45;42;-1.37983;-0.84637;Never used
45-54;left at 16;UK;White;0;35;42;42;49;40;-0.21712;-0.21575;Never used
25-34;left at 16;UK;White;0;26;47;33;40;47;-0.21712;0.7654;Never used
45-54;left at 16;UK;White;1;38;52;38;51;41;1.86203;0.7654;Never used
45-54;left at 16;UK;White;0;23;43;48;37;45;0.52975;0.40148;Used in last year
45-54;left at 16;UK;White;1;31;42;35;50;36;-1.37983;-0.84637;Never used
25-34;left at 16;UK;White;0;40;30;47;48;39;-0.21712;1.2247;Used in last year
35-44;left at 16;UK;White;0;45;38;35;40;40;-0.21712;-0.21575;Never used
35-44;left at 16;UK;White;1;34;41;41;32;44;-0.21712;-0.52593;Used in last decade
25-34;left at 16;Australia;White;1;30;42;47;39;43;1.29221;0.7654;Used in last decade
25-34;left at 16;UK;White;1;43;42;38;46;39;-0.71126;-0.21575;Never used
25-34;left at 16;UK;White;0;28;48;56;39;46;0.19268;0.40148;Used in last decade
18-24;left at 16;Canada;White;1;37;38;46;31;25;1.29221;0.40148;Never used
18-24;left at 16;Australia;White;0;44;48;48;35;35;0.88113;1.92173;Never used
35-44;left at 16;UK;White;1;31;41;43;51;46;-1.37983;-0.52593;Never used
35-44;left at 16;UK;White;0;24;53;42;39;43;-0.21712;-0.21575;Never used
35-44;left at 17;UK;White;0;31;38;37;45;41;0.52975;0.40148;Never used
45-54;left at 17;UK;White;0;45;32;34;45;36;-0.71126;0.07987;Used over a decade ago
35-44;left at 17;UK;other;0;49;39;44;41;37;-0.21712;0.07987;Used over a decade ago
35-44;left at 17;UK;White;0;43;45;52;35;34;0.19268;1.2247;Used in last decade
25-34;left at 17;UK;White;1;60;24;40;36;24;0.52975;-1.18084;Used in last decade
18-24;left at 17;USA;White;0;50;26;42;31;46;-0.21712;1.2247;Used in last year
55-64;left at 18;Canada;White;1;35;28;24;38;46;0.19268;-1.54858;Never used
45-54;left at 18;UK;White;0;22;46;46;46;48;0.19268;0.40148;Never used
45-54;left at 18;UK;White;0;30;48;55;34;42;-0.71126;1.2247;Used in last Month
55-64;left at 18;UK;White;0;36;34;39;47;44;-1.37983;-1.18084;Never used
35-44;left at 18;UK;White;0;30;28;32;49;45;0.52975;0.07987;Never used
18-24;left at 18;UK;White;0;30;32;42;29;56;-0.21712;0.7654;Used in last year
45-54;left at 18;UK;White;0;46;33;42;52;32;-0.21712;0.40148;Used over a decade ago
18-24;left at 18;UK;White;0;27;43;49;47;42;0.19268;0.40148;Used in last year
55-64;left at 18;UK;White;0;20;43;38;43;45;-0.71126;-0.52593;Never used
18-24;left at 18;UK;White;0;43;40;58;44;30;1.29221;0.7654;Never used
18-24;left at 18;USA;White;0;41;44;53;36;39;1.29221;1.2247;Used in last year
18-24;left at 18;USA;Mixed White/Black;0;38;40;46;40;48;-0.71126;-0.21575;Never used
